Package,Item,Title,size
tidyr,relig_income,Pew religion and income survey,4968
ade4,chazeb,Charolais-Zebus,4952
robustbase,toxicity,Toxicity of Carboxylic Acids Data,4952
deldir,toyPattern,"A toy marked point pattern object, with 59 points.",4944
ade4,corvus,Corvus morphology,4928
lava,hubble2,Hubble data,4912
xtable,tli,Math scores from Texas Assessment of Academic Skills (TAAS),4904
ade4,lizards,Phylogeny and quantitative traits of lizards,4880
deldir,grapherXmpl,grapherXmpl,4848
lmtest,unemployment,Unemployment Data,4848
maps,ozone,Sample datasets,4848
boot,hirose,Failure Time of PET Film,4848
boot,polar,Pole Positions of New Caledonian Laterites,4840
AER,ProgramEffectiveness,Program Effectiveness Data,4824
carData,Pottery,Chemical Composition of Pottery,4824
sandwich,PublicSchools,US Expenditures for Public Schools,4784
textclean,DATA,Fictitious Classroom Dialogue,4784
textshape,DATA,Fictitious Classroom Dialogue,4784
AER,USMacroSWQ,"Quarterly US Macroeconomic Data (1947-2004, Stock & Watson)",4760
lexicon,pos_df_pronouns,Pronouns,4760
boot,bigcity,Population of U.S. Cities,4760
lmtest,bondyield,Bond Yield,4736
datasets,beaver1,Body Temperature Series of Two Beavers,4736
radiant.multivariate,tpbrands,Toothpaste brands,4720
lattice,USMortality,Mortality Rates in US by Cause and Gender,4720
vcd,OvaryCancer,Ovary Cancer Data,4696
deldir,niProperties,Northern Ireland properties.,4688
multcomp,waste,Industrial Waste Data Set,4688
timetk,m4_yearly,Sample of 4 Yearly Time Series Datasets from the M4 Competition,4688
psych,Reise,Seven data sets showing a bifactor solution.,4648
vcd,BrokenMarriage,Broken Marriage Data,4640
modeldata,pathology,Liver pathology data,4632
yardstick,pathology,Liver Pathology Data,4632
AER,USMacroB,"US Macroeconomic Data (1959-1995, Baltagi)",4624
wooldridge,phillips,phillips,4624
radiant.multivariate,retailers,Perceptions of retailers,4616
AER,MarkDollar,DEM/USD Exchange Rate Returns,4608
flexmix,tribolium,Tribolium Beetles,4608
WRS2,hangover,Hangover Symptoms,4600
PMCMRplus,trout,Data from a Dose-Response Experiment with Trouts,4592
AER,DutchAdvert,TV and Radio Advertising Expenditures Data,4584
carData,Chirot,The 1907 Romanian Peasant Rebellion,4584
clue,Phonemes,Miller-Nicely Consonant Phoneme Confusion Data,4584
psych,West,12 variables created by Schmid and Leiman to show the Schmid-Leiman Transformation,4584
carData,Bfox,Canadian Women's Labour-Force Participation,4576
ConsRank,sports,sports data,4568
MASS,Insurance,Numbers of Car Insurance claims,4560
MASS,michelson,Michelson's Speed of Light Data,4560
MASS,Traffic,Effect of Swedish Speed Limits on Accidents,4544
arules,SunBai,The SunBai Weighted Transactions Data Set,4536
MASS,snails,Snail Mortality Data,4536
AER,USGasG,"US Gasoline Market Data (1960-1995, Greene)",4512
wooldridge,saving,saving,4512
DescTools,roulette,Datasets for Probabilistic Simulation,4480
benchmarkme,sample_results,Sample benchmarking results,4456
evd,uccle,"Rainfall Maxima at Uccle, Belgium",4440
multcomp,recovery,Recovery Time Data Set,4440
lme4,cbpp,Contagious bovine pleuropneumonia,4432
mice,nhanes2,NHANES example - mixed numerical and discrete variables,4432
emmeans,feedlot,Feedlot data,4416
WRS2,WineTasting,Wine Tasting,4416
mosaicData,CoolingWater,CoolingWater,4400
AER,USMoney,USMoney,4392
ggiraphExtra,rose,Rose sales among 7 groups in a year,4384
Matrix,CAex,"Albers' example Matrix with ""Difficult"" Eigen Factorization",4384
Matrix,CAex,"Albers' example Matrix with ""Difficult"" Eigen Factorization",4384
ade4,seconde,Students and Subjects,4376
boot,beaver,Beaver Body Temperature Data,4376
MASS,cats,Anatomical Data from Domestic Cats,4376
quantreg,CobarOre,Cobar Ore data,4320
yarrr,examscores,examscores,4288
datasets,beaver2,Body Temperature Series of Two Beavers,4288
forecast,gas,Australian monthly gas production,4272
BayesFactor,puzzles,Puzzle completion times from Hays (1994),4264
MASS,oats,Data from an Oats Field Trial,4248
survival,ovarian,Ovarian Cancer Survival Data,4240
datasets,npk,"Classical N, P, K Factorial Experiment",4232
MASS,npk,"Classical N, P, K Factorial Experiment",4232
afex,md_12.1,Data 12.1 from Maxwell & Delaney,4216
titanic,titanic_gender_class_model,Titanic gender class model data.,4208
titanic,titanic_gender_model,Titanic gender model data.,4208
datasets,co2,Mauna Loa Atmospheric CO2 Concentration,4208
MASS,farms,Ecological Factors in Farm Management,4176
MASS,hills,Record Times in Scottish Hill Races,4168
coin,ocarcinoma,Ovarian Carcinoma,4160
ConsRank,EMD,Emond and Mason data,4152
GGally,flea,Historical data used for classification examples.,4144
wooldridge,audit,audit,4136
carData,Transact,Transaction data,4128
ade4,santacatalina,Indirect Ordination,4120
ks,grevillea,Geographical locations of grevillea plants,4120
lmtest,valueofstocks,Value of Stocks,4088
dslabs,na_example,Count data with some missing values,4048
dslabs,outlier_example,Adult male heights in feet with outliers,4048
emmeans,neuralgia,Neuralgia data,4048
mclust,ex4.3,Simulated Example Datasets From Baudry et al. (2010),4048
RecordLinkage,identity.RLdata500,Test data for Record Linkage,4048
evd,ocmulgee,Maximum Annual Flood Discharges of the Ocmulgee River,4040
dslabs,research_funding_rates,Gender bias in research funding in the Netherlands,4024
emmeans,oranges,Sales of oranges,4016
WRS2,movie,Movies and Aggressive Affect,4008
ade4,abouheif.eg,Phylogenies and quantitative traits from Abouheif,3992
MASS,road,Road Accident Deaths in US States,3992
coin,asat,Toxicological Study on Female Wistar Rats,3944
Lahman,battingLabels,Variable Labels,3936
robustbase,alcohol,Alcohol Solubility in Water Data,3936
MASS,Cushings,Diagnostic Tests on Patients with Cushing's Syndrome,3936
flexclust,nutrient,"Nutrients in Meat, Fish and Fowl",3920
pbkrtest,beets,Sugar beets data,3896
datasets,islands,Areas of the World's Major Landmasses,3896
psych,Holzinger,Seven data sets showing a bifactor solution.,3880
wooldridge,rdchem,rdchem,3880
WRS2,swimming,Optimistic and Pessimistic Swimmers,3872
ade4,ungulates,Phylogeny and quantitative traits of ungulates.,3848
flexclust,milk,Milk of Mammals,3848
radiant.model,movie_contract,Movie contract decision tree,3840
FactoMineR,children,Children (data),3832
lattice,melanoma,Melanoma skin cancer incidence,3808
carData,WeightLoss,Weight Loss Data,3800
boot,claridge,Genetic Links to Left-handedness,3800
gamlss.data,fabric,The Fabric Data,3792
mlr,lung.task,NCCTG Lung Cancer survival task.,3792
mlr,wpbc.task,Wisonsin Prognostic Breast Cancer (WPBC) survival task.,3792
WRS2,Pygmalion,Pygmalion Data,3792
datasets,OrchardSprays,Potency of Orchard Sprays,3792
vcd,NonResponse,Non-Response Survey Data,3784
archdata,EngrBone,Upper Paleolithic Engraved Bone Design Elements - Spain,3776
mclust,EuroUnemployment,Unemployment data for European countries in 2014,3776
boot,salinity,Water Salinity and River Discharge,3768
AER,OECDGrowth,OECD Macroeconomic Data,3744
mlr,bh.task,Boston Housing regression task.,3744
boot,grav,Acceleration Due to Gravity,3736
AER,ConsumerGood,Properties of a Fast-Moving Consumer Good,3720
DiagrammeR,node_list_1,Node list - Version 1.,3720
mlr,fuelsubset.task,FuelSubset functional data regression task.,3720
HardyWeinberg,JPTtriallelicsChrX,Tri-allelic variants on the X-chromosome of the Japanese (JPT) sample of the 1000 genomes project,3712
DescTools,d.prefix,Unit Conversion and Metrix Prefixes,3704
GGally,pigs,United Kingdom Pig Production,3696
mlr,agri.task,European Union Agricultural Workforces clustering task.,3696
radiant.multivariate,city,City distances,3688
radiant.multivariate,computer,Perceptions of computer (re)sellers,3688
datasets,eurodist,Distances Between European Cities and Between US Cities,3688
carData,Burt,Fraudulent Data on IQs of Twins Raised Apart,3680
mlr,mtcars.task,Motor Trend Car Road Tests clustering task.,3680
paletteer,palettes_dynamic_names,Names of all fixed discrete palettes,3680
PMCMRplus,algae,Algae Growth Inhibition Data Set,3672
carData,AMSsurvey,American Math Society Survey Data,3656
ROCR,ROCR.simple,Data set: Simple artificial prediction data for use with ROCR,3656
boot,downs.bc,Incidence of Down's Syndrome in British Columbia,3616
carData,Friendly,Format Effects on Recall,3608
psych,Tucker,9 Cognitive variables discussed by Tucker and Lewis (1973),3576
archdata,BarmoseI.grid,"Flakes per grid unit from Barmose I, South Zealand, Denmark",3560
tidyr,construction,Completed construction in the US in 2018,3552
MASS,petrol,N. L. Prater's Petrol Refinery Data,3552
AER,Equipment,Transportation Equipment Manufacturing Data,3536
flexclust,achieve,Achievement Test Scores for New Haven Schools,3536
robustbase,foodstamp,Food Stamp Program Participation,3504
gfonts,included_fonts,Detail about included fonts.,3496
datasets,state.name,US State Facts and Figures,3496
robustbase,hbk,"Hawkins, Bradu, Kass's Artificial Data",3488
evd,fox,Maximum Annual Flood Discharges of the Fox River,3480
mice,nhanes,NHANES example - all variables numerical,3480
strucchange,DJIA,Dow Jones Industrial Average,3480
boot,frets,Head Dimensions in Brothers,3480
survival,leukemia,Acute Myelogenous Leukemia survival data,3472
wooldridge,wine,wine,3456
wooldridge,athlet2,athlet2,3432
tseries,bev,"Beveridge Wheat Price Index, 1500-1869.",3424
AER,ManufactCosts,Manufacturing Costs Data,3416
HardyWeinberg,TSIXTriAllelics,Tri-allelic polymorphisms on the X chromosome of the TSI population,3408
archdata,Olorgesailie.maj,"Major stone tool classes, Olorgesailie, Kenya",3400
carData,Adler,Experimenter Expectations,3400
boot,cloth,Number of Flaws in Cloth,3400
lexicon,key_grade,Grades Data Set,3392
MASS,cabbages,Data from a cabbage field trial,3384
dslabs,raw_data_research_funding_rates,Gender bias in research funding in the Netherlands,3376
mosaicData,Cards,Standard Deck of Cards,3376
PerformanceAnalytics,test_returns,Sample sector returns for use by unit tests,3376
PerformanceAnalytics,test_weights,Sample sector weights for use by unit tests,3376
Lahman,fieldingLabels,Variable Labels,3368
cluster,animals,Attributes of Animals,3368
MASS,beav1,Body Temperature Series of Beaver 1,3368
AER,SIC33,SIC33 Production Data,3352
nycflights13,airlines,Airline names.,3352
radiant.multivariate,shopping,Shopping attitudes,3352
robustbase,steamUse,Steam Usage Data (Excerpt),3352
boot,remission,Cancer Remission and Cell Activity,3352
emmeans,auto.noise,Auto Pollution Filter Noise,3336
coin,GTSG,Gastrointestinal Tumor Study Group,3328
modeldata,Smithsonian,Smithsonian museums,3328
partykit,WeatherPlay,Weather Conditions and Playing a Game,3304
vcd,JobSatisfaction,Job Satisfaction Data,3304
MASS,immer,Yields from a Barley Field Trial,3304
robustbase,biomassTill,Biomass Tillage Data,3296
survival,capacitor,Reliability data sets,3280
PerformanceAnalytics,weights,Selected Portfolio Weights Data,3272
psych,cattell,12 cognitive variables from Cattell (1963),3272
fpc,tonedata,Tone perception data,3256
yarrr,BeardLengths,BeardLengths,3256
datasets,state.abb,US State Facts and Figures,3248
MASS,genotype,Rat Genotype Data,3248
DiagrammeR,edge_list_1,Edge list - Version 1.,3240
psych,Schmid,12 variables created by Schmid and Leiman to show the Schmid-Leiman Transformation,3240
psych,schmid.leiman,12 variables created by Schmid and Leiman to show the Schmid-Leiman Transformation,3240
VIM,Animals_na,Animals_na,3200
WRS2,Leerkes,Maternal Self-Efficacy,3200
MASS,Animals,Brain and Body Weights for 28 Species,3200
FactoMineR,footsize,footsize,3184
psych,withinBetween,An example of the distinction between within group and between group correlations,3184
boot,breslow,Smoking Deaths Among Doctors,3176
datasets,attitude,The Chatterjee-Price Attitude Data,3176
AER,KleinI,Klein Model I,3160
coin,rotarod,Rotating Rats,3152
AER,USGasB,"US Gasoline Market Data (1950-1987, Baltagi)",3144
flexmix,fabricfault,Fabric Faults,3144
lmtest,currencysubstitution,Currency Substitution,3128
plotly,wind,Wind data,3120
survival,valveSeat,Reliability data sets,3120
AER,USProdIndex,Index of US Industrial Production,3112
MASS,beav2,Body Temperature Series of Beaver 2,3088
dslabs,polls_2008,Poll data for popular vote in 2008 presidential election,3080
gamlss.data,eu15,GDP of 15 EU counties from 1960 to 2009,3032
sp,meuse.riv,River Meuse outline,3032
gamlss.data,tidal,The tidal data set,3008
MASS,anorexia,Anorexia Data on Weight Change,3008
boot,aml,Remission Times for Acute Myelogenous Leukaemia,3000
boot,calcium,Calcium Uptake Data,3000
survival,aml,Acute Myelogenous Leukemia survival data,3000
AER,GermanUnemployment,Unemployment in Germany Data,2984
ModelMetrics,testDF,Test data,2984
PerformanceAnalytics,portfolio_bacon,Bacon(2008) Data,2984
datasets,sleep,Student's Sleep Data,2984
deldir,seaweed,seaweed,2976
gamlss.data,trd,Tokyo Rainfall Data,2976
wooldridge,rdtelec,rdtelec,2976
MASS,mcycle,Data from a Simulated Motorcycle Accident,2976
mice,potthoffroy,Potthoff-Roy data,2960
urca,UKconsumption,Data set for the United Kingdom,2944
datasets,euro.cross,Conversion Rates of Euro Currencies,2944
datasets,warpbreaks,The Number of Breaks in Yarn during Weaving,2944
ggplot2,presidential,Terms of 12 presidents from Eisenhower to Trump,2936
boot,wool,Australian Relative Wool Prices,2936
MASS,eagles,Foraging Ecology of Bald Eagles,2920
rpart,kyphosis,Data on Children who have had Corrective Spinal Surgery,2920
afex,md_16.1,Data 16.1 / 10.9 from Maxwell & Delaney,2888
irr,video,Different raters judging the credibility of videotaped testimonies,2872
ade4,mariages,Correspondence Analysis Table,2856
vcd,Bundestag2005,Votes in German Bundestag Election 2005,2832
seriation,Townships,Bertin's Characteristics of Townships,2824
coin,CWD,Coarse Woody Debris,2816
diagram,Takapotoweb,Takapoto atoll planktonic food web,2808
FactoMineR,senso,senso,2808
radiant.data,superheroes,Super heroes,2800
bit64,benchmark64.data,Results of performance measurement on a Core i7 Lenovo T410 8 GB RAM under Windows 7 64bit,2792
datasets,sunspot.year,"Yearly Sunspot Data, 1700-1988",2776
AER,ChinaIncome,Chinese Real National Income Data,2768
MASS,ships,Ships Damage Data,2744
AER,OlympicTV,Television Rights for Olympic Games,2736
ConsRank,Idea,Idea data set,2736
multcomp,fattyacid,Fatty Acid Content of Bacillus simplex.,2736
vcd,RepVict,Repeat Victimization Data,2728
hardhat,example_train,Example data for hardhat,2720
datasets,Harman23.cor,Harman Example 2.3,2712
psych,Thurstone.33,Seven data sets showing a bifactor solution.,2704
psych,Gorsuch,Example data set from Gorsuch (1997) for an example factor extension.,2696
datasets,ToothGrowth,The Effect of Vitamin C on Tooth Growth in Guinea Pigs,2696
psych,Gleser,"Example data from Gleser, Cronbach and Rajaratnam (1965) to show basic principles of generalizability theory.",2688
gamlss.data,alveolar,The Alveolar Data files for GAMLSS,2680
ade4,carni19,Phylogeny and quantative trait of carnivora,2672
carData,Quartet,Four Regression Datasets,2672
PMCMRplus,qPCR,qPCR Curve Analysis Methods,2672
radiant.data,avengers,Avengers,2664
WRS2,goggles,Beer Goggles Effect,2664
ordinal,income,Income distribution (percentages) in the Northeast US,2656
vegan,sipoo.map,Birds in the Archipelago of Sipoo (Sibbo and Borgå),2656
wooldridge,okun,okun,2656
bayestestR,disgust,Moral Disgust Judgment,2640
irr,anxiety,Anxiety ratings by different raters,2640
ade4,fission,Fission pattern and heritable morphological traits,2632
MASS,whiteside,House Insulation: Whiteside's Data,2616
vcd,Butterfly,Butterfly Species in Malaya,2608
pan,bitest,A testing example for bivariate imputation,2600
psych,bock.table,Bock and Liberman (1970) data set of 1000 observations of the LSAT,2592
datasets,anscombe,Anscombe's Quartet of 'Identical' Simple Linear Regressions,2592
ade4,chats,Pair of Variables,2584
prabclus,nb,Neighborhood list for Aegean islands,2584
psych,Harman.Holzinger,Five data sets from Harman (1967). 9 cognitive variables from Holzinger and 8 emotional variables from Burt,2576
psych,Thurstone,Seven data sets showing a bifactor solution.,2576
AER,TradeCredit,Trade Credit and the Money Market,2568
tidyr,household,Household data,2568
archdata,Mesolithic,British Mesolithic assemblages,2560
archdata,Nelson,"Prehistoric Ceramics at Pueblo San Cristobal, New Mexico, USA",2552
psych,Thurstone.9,Seven data sets showing a bifactor solution.,2544
psych,Holzinger.9,Seven data sets showing a bifactor solution.,2528
cluster,pluton,Isotopic Composition Plutonium Batches,2528
wooldridge,corn,corn,2520
ade4,housetasks,Contingency Table,2512
sandwich,Investment,US Investment Data,2512
AER,BenderlyZwick,"Benderly and Zwick Data: Inflation, Growth and Stock Returns",2504
psych,bfi.keys,25 Personality items representing 5 factors,2496
datasets,chickwts,Chicken Weights by Feed Type,2496
mosaicData,SwimRecords,100 m Swimming World Records,2488
HardyWeinberg,Glyoxalase,Glyoxalase genotype data,2480
WRS2,invisibility,Cloaks of Invisibility,2480
datasets,InsectSprays,Effectiveness of Insect Sprays,2480
tidyxl,xlsx_color_standard,Names and RGB values of Excel standard colours,2472
tidyxl,xlsx_colour_standard,Names and RGB values of Excel standard colours,2472
AlgDesign,GVTable1,Goos Vandebroek Table 1,2448
AlgDesign,TGTable5,Trinca Gilmour Table 5,2448
carData,Guyer,Anonymity and Cooperation,2448
carData,Sahlins,Agricultural Production in Mazulu Village,2448
dbscan,moons,Moons Data,2448
flexmix,candy,Candy Packs Purchased,2448
ISLR,Portfolio,Portfolio Data,2448
boot,aircondit7,Failures of Air-conditioning Equipment,2448
boot,cd4,CD4 Counts for HIV-Positive Patients,2448
seriation,SupremeCourt,Voting Patterns in the Second Rehnquist U.S. Supreme Court,2432
datasets,rock,Measurements on Petroleum Rock Samples,2432
diagram,Rigaweb,Gulf of Riga autumn planktonic food web,2416
AER,EuroEnergy,European Energy Consumption Data,2408
datasets,UScitiesD,Distances Between European Cities and Between US Cities,2392
datasets,longley,Longley's Economic Regression Data,2392
datasets,nottem,"Average Monthly Temperatures at Nottingham, 1920-1939",2384
dslabs,oecd,Gapminder Data,2376
hardhat,example_test,Example data for hardhat,2376
gamlss.data,aids,Aids Cases in England and Wales,2352
ggiraphExtra,browsers,Browser market share 2011,2352
WRS2,bush,Bushtucker Foods,2336
mclust,Test1D,Simulated Example Datasets From Baudry et al. (2010),2328
vcd,CoalMiners,Breathlessness and Wheeze in Coal Miners,2328
robustbase,coleman,Coleman Data Set,2312
modeldata,crickets,Rates of Cricket Chirps,2288
robustbase,wood,Modified Data on Wood Specific Gravity,2288
WRS2,picture,Profile Pictures,2288
datasets,occupationalStatus,Occupational Status of Fathers and their Sons,2288
AER,OrangeCounty,Orange County Employment,2272
latticeExtra,postdoc,Reasons for Taking First Postdoctoral Appointment,2272
mosaicData,Mites,Mites and Wilt Disease,2272
MASS,gehan,Remission Times of Leukaemia Patients,2272
factoextra,housetasks,House tasks contingency table,2256
robustbase,carrots,Insect Damages on Carrots,2248
tidyr,table5,Example tabular representations,2232
datasets,Puromycin,Reaction Velocity of an Enzymatic Reaction,2232
lava,hubble,Hubble data,2224
lava,nldata,Example data (nonlinear model),2184
AER,DutchSales,Dutch Retail Sales Index Data,2168
emmeans,pigs,Effects of dietary protein on free plasma leucine concentration in pigs,2160
lexicon,sw_lucene,Lucene Stopword List,2160
psych,Harman.8,Five data sets from Harman (1967). 9 cognitive variables from Holzinger and 8 emotional variables from Burt,2152
datasets,Titanic,Survival of passengers on the Titanic,2152
psych,Harman.5,Five data sets from Harman (1967). 9 cognitive variables from Holzinger and 8 emotional variables from Burt,2136
psych,Harman.political,Five data sets from Harman (1967). 9 cognitive variables from Holzinger and 8 emotional variables from Burt,2136
datasets,ability.cov,Ability and Intelligence Tests,2136
carData,CanPop,Canadian Population Data,2128
AER,TechChange,Technological Change Data,2112
dslabs,admissions,Gender bias among graduate school admissions to UC Berkeley.,2064
psych,Harman.Burt,Five data sets from Harman (1967). 9 cognitive variables from Holzinger and 8 emotional variables from Burt,2056
interp,circtest2,circtest / sample data,2048
vcd,Employment,Employment Status,2048
datasets,HairEyeColor,Hair and Eye Color of Statistics Students,2040
coin,jobsatisfaction,Income and Job Satisfaction,2032
robustbase,aircraft,Aircraft Data,2032
tidyr,table2,Example tabular representations,2032
psych,Dwyer,8 cognitive variables used by Dwyer for an example.,2024
MASS,topo,Spatial Topographic Data,2024
boot,islay,Jura Quartzite Azimuths on Islay,2016
boot,survival,Survival of Rats after Radiation Doses,2008
datasets,freeny.x,Freeny's Revenue Data,2008
dslabs,sentiment_counts,Trump Tweets from2009 to 2017,2000
datasets,UKDriverDeaths,Road Casualties in Great Britain 1969-84,2000
MASS,drivers,Deaths of Car Drivers in Great Britain 1969-84,2000
datasets,UCBAdmissions,Student Admissions at UC Berkeley,1992
gamlss.data,lice,Data files for GAMLSS,1984
lme4,Dyestuff,Yield of dyestuff by batch,1984
lme4,Dyestuff2,Yield of dyestuff by batch,1984
robustbase,bushfire,Campbell Bushfire Data,1984
gamlss.data,acidity,The Acidity Data files for GAMLSS,1968
vegan,mite.xy,Oribatid Mite Data with Explanatory Variables,1968
HardyWeinberg,JPTsnps,Bi-allelic SNPs from a Japanese population,1952
robustbase,kootenay,Waterflow Measurements of Kootenay River in Libby and Newgate,1952
vcd,MSPatients,Diagnosis of Multiple Sclerosis,1936
AER,UKInflation,UK Manufacturing Inflation Data,1920
vcd,PreSex,Pre-marital Sex and Divorce,1920
emmeans,fiber,Fiber data,1904
MASS,leuk,Survival Times and White Blood Counts for Leukaemia Patients,1904
cluster,agriculture,European Union Agricultural Workforces,1896
MASS,rotifer,Numbers of Rotifers by Fluid Density,1896
robustbase,salinity,Salinity Data,1888
forecast,wineind,Australian total wine sales,1872
gamlss.data,stylo,The Stylometric Data files for GAMLSS,1872
babynames,births,Births,1864
vcd,Saxony,Families in Saxony,1864
tidyr,table3,Example tabular representations,1856
vcd,UKSoccer,UK Soccer Scores,1856
modelr,sim2,Simple simulated datasets,1848
boot,ducks,Behavioral and Plumage Characteristics of Hybrid Ducks,1848
lmtest,wages,Wages,1816
mosaicData,HeatX,Data from a heat exchanger laboratory,1816
reshape,smiths,Demo data describing the Smiths,1816
reshape2,smiths,Demo data describing the Smiths.,1816
boot,darwin,Darwin's Plant Height Differences,1816
gamlss.data,polio,Poliomyelitis cases in US,1808
GPArotation,NetherlandsTV,Factor Example from Wansbeek and Meijer,1808
interp,akima474,Sample data from Akima's Bicubic Spline Interpolation code (TOMS 474),1800
datasets,PlantGrowth,Results from an Experiment on Plant Growth,1800
datasets,WorldPhones,The World's Telephones,1800
data.tree,mushroom,Sample Data: Data Used by the ID3 Vignette,1792
pbkrtest,budworm,Budworm data,1792
datasets,stackloss,Brownlee's Stack Loss Plant Data,1792
interp,akima,Waveform Distortion Data for Bivariate Interpolation,1784
boot,city,Population of U.S. Cities,1784
robustbase,vaso,Vaso Constriction Skin Data Set,1768
gamlss.data,computer,The Computer Failure Data files for GAMLSS,1752
vcd,WeldonDice,Weldon's Dice Data,1752
vcd,WomenQueue,Women in Queues,1752
robustbase,exAM,Example Data of Antille and May - for Simple Regression,1736
datasets,trees,"Diameter, Height and Volume for Black Cherry Trees",1728
AppliedPredictiveModeling,predictors,Alzheimer's Disease CSF Data,1720
AppliedPredictiveModeling,predictors,Alzheimer's Disease CSF Data,1720
coin,vision,Unaided Distance Vision,1720
robustbase,airmay,Air Quality Data,1720
AER,Longley,Longley's Regression Data,1704
vcd,SexualFun,Sex is Fun,1704
ade4,bordeaux,Wine Tasting,1688
survival,genfan,Reliability data sets,1688
carData,Mandel,Contrived Collinear Data,1680
AER,USInvest,US Investment Data,1664
PMCMRplus,reviewers,Reviewers,1664
datasets,BJsales,Sales Data with Leading Indicator,1664
datasets,BJsales.lead,Sales Data with Leading Indicator,1664
lexicon,sw_fry_25,Fry's 25 Most Commonly Used English Words,1648
permute,jackal,Mandible lengths of male and female golden jackals,1648
radiant.data,publishers,Comic publishers,1648
boot,aircondit,Failures of Air-conditioning Equipment,1648
datasets,cars,Speed and Stopping Distances of Cars,1648
pracma,titanium,Titanium Test Data,1632
strucchange,RealInt,US Ex-post Real Interest Rate,1632
WRS2,spider,Arachnophobes,1624
imputeTS,tsAirgap,Time series of monthly airline passengers (with NAs),1616
imputeTS,tsAirgapComplete,Time series of monthly airline passengers (complete),1616
datasets,AirPassengers,Monthly Airline Passenger Numbers 1949-1960,1616
robustbase,starsCYG,Hertzsprung-Russell Diagram Data of Star Cluster CYG OB1,1608
MASS,cement,Heat Evolved by Setting Cements,1608
ca,smoke,Smoke dataset,1600
carData,Wool,Wool data,1600
tidyr,table1,Example tabular representations,1600
MASS,menarche,Age of Menarche in Warsaw,1592
DiceDesign,OA131,A 3D orthogonal array of strength 2,1584
ade4,syndicats,Two Questions asked on a Sample of 1000 Respondents,1576
padr,coffee,Coffee Data Set,1568
tidyr,smiths,Some data about the Smith family,1568
vcd,Hospital,Hospital data,1568
diagram,Teasel,Population dynamics model transition matrix of teasel,1560
WRS2,viagra,Effects of Viagra,1560
MASS,caith,Colours of Eyes and Hair of People in Caithness,1552
survival,ifluid,Reliability data sets,1504
MASS,stormer,The Stormer Viscometer Data,1488
lmtest,ChickEgg,"Chickens, Eggs, and Causality",1480
MASS,wtloss,Weight Loss Data from an Obese Patient,1472
mice,employee,Employee selection data,1464
MASS,motors,Accelerated Life Testing of Motorettes,1464
survival,imotor,Reliability data sets,1464
robustbase,delivery,Delivery Time Data,1448
datasets,USPersonalExpenditure,Personal Expenditure Data,1448
modeldata,stations,Chicago ridership data,1440
survival,tobin,Tobin's Tobit data,1432
boot,co.transfer,Carbon Monoxide Transfer,1424
boot,dogs,Cardiac Data for Domestic Dogs,1424
datasets,presidents,Quarterly Approval Ratings of US Presidents,1424
forecast,woolyrnq,Quarterly production of woollen yarn in Australia,1416
AER,USConsump1993,US Consumption Data (1950-1993),1408
AER,USConsump1950,US Consumption Data (1940-1950),1392
rebmix,galaxy,Galaxy Dataset,1392
tidyr,table4a,Example tabular representations,1392
tidyr,table4b,Example tabular representations,1392
datasets,state.division,US State Facts and Figures,1392
robustbase,phosphor,Phosphorus Content Data,1384
lmtest,USDistLag,US Macroeconomic Data,1376
datasets,lynx,Annual Canadian Lynx trappings 1821-1934,1376
mosaicData,GoosePermits,Goose Permit Study,1368
vcd,Federalist,'May' in Federalist Papers,1368
VIM,brittleness,Brittleness index data set,1368
MASS,Rubber,Accelerated Testing of Tyre Rubber,1368
MASS,Skye,AFM Compositions of Aphyric Skye Lavas,1368
dslabs,divorce_margarine,Divorce rate and margarine consumption data,1352
lmtest,growthofmoney,Growth of Money Supply,1352
modelr,sim1,Simple simulated datasets,1352
dplyr,band_instruments,Band membership,1328
dplyr,band_instruments2,Band membership,1328
dplyr,band_members,Band membership,1328
datasets,UKgas,UK Quarterly Gas Consumption,1328
datasets,Formaldehyde,Determination of Formaldehyde,1320
effectsize,RCT_table,Fictional Results from a Workers' Randomized Control Trial,1312
effectsize,Music_preferences,Music Preference by College Major,1296
effectsize,Music_preferences2,Music Preference by College Major,1296
AlgDesign,GVTable3,Goos Vandebroek Table 3,1288
labelled,x_spss_haven_2.0,Datasets for testing,1288
mclust,acidity,Acidity data,1288
mctest,Hald,Portland Cement benchmark of Hald(1952),1288
robustbase,heart,Heart Catherization Data,1288
quantreg,Bosco,Boscovich Data,1272
datasets,Nile,Flow of the River Nile,1264
datasets,VADeaths,Death Rates in Virginia (1940),1264
datasets,WWWusage,Internet Usage per Minute,1264
datasets,discoveries,Yearly Numbers of Important Discoveries,1264
maps,state.carto.center,United States State Population Cartogram Map,1248
maps,state.vbm.center,United States State Visibility Base Map,1248
questionr,children,"A fertility survey - ""children"" table",1248
datasets,LakeHuron,Level of Lake Huron 1875-1972,1248
datasets,state.center,US State Facts and Figures,1248
gamlss.data,glass,The Glass Data files for GAMLSS,1240
gamlss.data,parzen,The Parzen Data File for GAMLSS,1240
tseries,rl,U.S. Economic Variables,1240
vcd,HorseKicks,Death by Horse Kicks,1240
AER,USConsump1979,US Consumption Data (1970-1979),1216
mosaicData,Dimes,Weight of dimes,1216
datasets,BOD,Biochemical Oxygen Demand,1176
datasets,austres,Quarterly Time Series of the Number of Australian Residents,1176
datasets,rivers,Lengths of Major North American Rivers,1176
